,imdb_score,director_name,movie_title
1173,6.6,Evan Goldberg,The Interview 
1166,6.6,John Glen,Licence to Kill 
1953,6.6,Jeff Schaffer,EuroTrip 
1916,6.6,Chris Nahon,Kiss of the Dragon 
2716,6.6,Gus Van Sant,Promised Land 
44,6.6,McG,Terminator Salvation 
2705,6.6,Ron Shelton,Dark Blue 
1943,6.6,Nigel Cole,A Lot Like Love 
963,6.6,Matthew O'Callaghan,Curious George 
335,6.6,Steve Martino,Ice Age: Continental Drift 
2694,6.6,Irwin Winkler,De-Lovely 
356,6.6,Robert Zemeckis,What Lies Beneath 
355,6.6,Brett Ratner,Rush Hour 2 
1182,6.6,Asger Leth,Man on a Ledge 
4683,6.6,Neil Burger,Interview with the Assassin 
3939,6.6,Stefan Schwartz,Shooting Fish 
2205,6.6,Shawn Levy,This Is Where I Leave You 
1646,6.6,Sam Raimi,Drag Me to Hell 
2598,6.6,Gérard Krawczyk,Wasabi 
4512,6.6,Ossie Davis,Cotton Comes to Harlem 
2577,6.6,Woody Allen,Hollywood Ending 
3672,6.6,Joseph Gordon-Levitt,Don Jon 
2582,6.6,James Gray,The Immigrant 
3961,6.6,Edward Burns,Purple Violets 
4770,6.6,Jack Heller,Enter Nowhere 
3666,6.6,Jaume Balagueró,[Rec] 2 
1831,6.6,Kenneth Branagh,The Magic Flute 
3760,6.6,Richard Lester,Robin and Marian 
2592,6.6,Tommy Lee Jones,The Homesman 
4536,6.6,Joe Dante,The Howling 
4761,6.6,Marc Forster,Everything Put Together 
2595,6.6,Atom Egoyan,Ararat 
1841,6.6,Joel Schumacher,Flatliners 
4744,6.6,Steve Buscemi,Lonesome Jim 
1997,6.6,Fernando Meirelles,Blindness 
1153,6.6,Simon West,The Mechanic 
3568,6.6,Sterling Van Wagenen,The Work and the Glory II: American Zion 
1159,6.6,Paul Feig,The Heat 
476,6.6,Jonathan Demme,The Manchurian Candidate 
2805,6.6,Tony Goldwyn,A Walk on the Moon 
1243,6.6,Peter Hedges,The Odd Life of Timothy Green 
461,6.6,D.J. Caruso,Eagle Eye 
4995,6.6,Chad Hartigan,This Is Martin Bonner 
2621,6.6,Jeff Tremaine,Bad Grandpa 
1240,6.6,David Koepp,Secret Window 
2782,6.6,Mike Nawrocki,Jonah: A VeggieTales Movie 
2775,6.6,,Ghost Hunters             
4036,6.6,Mark L. Lester,Class of 1984 
2975,6.6,Nicholas Jarecki,Arbitrage 
346,6.6,Mark Waters,The Spiderwick Chronicles 
4201,6.6,Tim Boxell,Valley of the Heart's Delight 
4191,6.6,Éric Tessier,Sur le seuil 
3184,6.6,Mike Binder,Black or White 
3182,6.6,David Schwimmer,"Run, Fatboy, Run "
1432,6.6,Patrick Tatopoulos,Underworld: Rise of the Lycans 
1013,6.6,Jaume Collet-Serra,Run All Night 
151,6.6,Michael Bay,Armageddon 
4092,6.6,Nicole Holofcener,Please Give 
673,6.6,Glenn Ficarra,Focus 
761,6.6,David O. Russell,Joy 
2255,6.6,Jodie Foster,Home for the Holidays 
63,6.6,David Yates,The Legend of Tarzan 
3279,6.6,Floria Sigismondi,The Runaways 
816,6.6,,"Sabrina, the Teenage Witch             "
5,6.6,Andrew Stanton,John Carter 
166,6.6,Richard Donner,Lethal Weapon 4 
2266,6.6,George Stevens,The Greatest Story Ever Told 
662,6.6,Todd Phillips,Due Date 
2370,6.6,,"Gone, Baby, Gone             "
3141,6.6,John Madden,The Second Best Exotic Marigold Hotel 
1426,6.6,Will Gluck,Friends with Benefits 
3191,6.6,Peter Medak,Romeo Is Bleeding 
1465,6.6,Danny DeVito,Hoffa 
742,6.6,Steven Soderbergh,Contagion 
797,6.6,Tony Bill,Flyboys 
3227,6.6,Christopher Smith,Severance 
1040,6.6,Joe Wright,Anna Karenina 
3221,6.6,Jon Stewart,Rosewater 
3737,6.6,Joel Zwick,My Big Fat Greek Wedding 
2405,6.6,David Bowers,Diary of a Wimpy Kid: Rodrick Rules 
3220,6.6,Claude Chabrol,The Swindle 
726,6.6,Eric Darnell,Antz 
4984,6.6,Edward Burns,The Brothers McMullen 
137,6.6,David Yates,The Legend of Tarzan 
2141,6.6,Jeff Wadlow,Never Back Down 
3734,6.6,Michael Curtiz,The Egyptian 
2153,6.6,Chris Columbus,Home Alone 2: Lost in New York 
1640,6.6,Ridley Scott,Black Rain 
1399,6.6,Jay Roach,Austin Powers: The Spy Who Shagged Me 
4214,6.6,Mike Judge,Idiocracy 
4103,6.6,George Gallo,DysFunktional Family 
702,6.6,Jonathan Mostow,U-571 
698,6.6,Lawrence Kasdan,Wyatt Earp 
3402,6.6,David Dobkin,Clay Pigeons 
2396,6.6,Leonard Nimoy,Star Trek III: The Search for Spock 
4074,6.6,Michael Schultz,Krush Groove 
1458,6.6,Hugh Wilson,Blast from the Past 
4332,6.6,Brad Copeland,Coffee Town 
4051,6.6,Spike Lee,The Original Kings of Comedy 
4971,6.6,Dennis Iliadis,The Last House on the Left 
103,6.6,Francis Lawrence,The Hunger Games: Mockingjay - Part 2 
781,6.6,Martin Campbell,Edge of Darkness 
1453,6.6,Clint Eastwood,J. Edgar 
190,6.6,Michael Bay,Bad Boys II 
91,6.6,Robert Zemeckis,The Polar Express 
1358,6.6,Ridley Scott,White Squall 
3087,6.6,Dean Wright,For Greater Glory: The True Story of Cristiada 
109,6.6,Alan Taylor,Terminator Genisys 
1610,6.6,Barbra Streisand,The Prince of Tides 
2270,6.6,Jon Amiel,The Man Who Knew Too Little 
2094,6.6,Mikael Håfström,Derailed 
3421,6.6,Thomas Vinterberg,Dear Wendy 
3311,6.6,Chatrichalerm Yukol,The Legend of Suriyothai 
4312,6.6,Laurie Collyer,Sherrybaby 
4946,6.6,Andrew Berends,The Blood of My Brother 
3316,6.6,Peter Cattaneo,Opal Dream 
4163,6.6,Rohit Jugraj,Sardaar Ji 
4883,6.6,Joel Paul Reisig,Horse Camp 
4366,6.6,Morgan Spurlock,The Greatest Movie Ever Sold 
1462,6.6,Clint Eastwood,Midnight in the Garden of Good and Evil 
4311,6.6,Hunter Richards,London 
839,6.6,Mike Gabriel,Pocahontas 
842,6.6,Andy Tennant,Hitch 
3755,6.6,Frank Borzage,A Farewell to Arms 
1343,6.6,David Carson,Star Trek: Generations 
2103,6.6,Spike Lee,Summer of Sam 
4667,6.5,Rod Lurie,Deterrence 
1253,6.5,Marc Lawrence,Music and Lyrics 
1848,6.5,Michael Bay,Pain & Gain 
4218,6.5,George Sidney,Bathing Beauty 
1849,6.5,Paul Weitz,In Good Company 
2816,6.5,Kenneth Lonergan,Margaret 
3322,6.5,Emily Young,Veronika Decides to Die 
1929,6.5,Guillaume Canet,Blood Ties 
735,6.5,Robert Redford,The Horse Whisperer 
2810,6.5,James Fargo,Caravans 
483,6.5,Dominic Sena,Swordfish 
3323,6.5,Peter Faiman,Crocodile Dundee 
3573,6.5,Ian Sharp,Tracker 
738,6.5,Jay Russell,Ladder 49 
2789,6.5,David Twohy,A Perfect Getaway 
1242,6.5,Iain Softley,The Skeleton Key 
1864,6.5,Tarsem Singh,Self/less 
1909,6.5,Baltasar Kormákur,Contraband 
1051,6.5,Francis Ford Coppola,The Cotton Club 
3288,6.5,James DeMonaco,The Purge: Anarchy 
2731,6.5,Michael Haneke,Funny Games 
3286,6.5,Tom Holland,Child's Play 
2720,6.5,Peter Kassovitz,Jakob the Liar 
4147,6.5,Susan Seidelman,Boynton Beach Club 
1475,6.5,David Koepp,Premium Rush 
3927,6.5,John Dahl,You Kill Me 
3610,6.5,Jean-Jacques Mantello,Dolphins and Whales 3D: Tribes of the Ocean 
1896,6.5,Scott Hicks,The Lucky One 
3328,6.5,Joby Harold,Awake 
5007,6.5,Ben Wheatley,Down Terrace 
1477,6.5,Shekhar Kapur,The Four Feathers 
3339,6.5,Ari Sandel,The DUFF 
3345,6.5,Herbert Ross,Footloose 
3301,6.5,Hart Bochner,PCU 
397,6.5,George Miller,Happy Feet 
4128,6.5,Tim Burton,Alice in Wonderland 
1920,6.5,Phillip Noyce,The Giver 
4649,6.5,Ric Roman Waugh,Snitch 
437,6.5,Sylvester Stallone,The Expendables 
440,6.5,Todd Phillips,The Hangover Part II 
3257,6.5,William Phillips,Gunless 
751,6.5,Steven Zaillian,A Civil Action 
2310,6.5,David Cronenberg,A Dangerous Method 
450,6.5,Peter Segal,Get Smart 
4616,6.5,Lori Petty,The Poker House 
619,6.5,Gary McKendry,Killer Elite 
1844,6.5,Wes Craven,Red Eye 
3480,6.5,Michael Winterbottom,The Claim 
1307,6.5,Malcolm D. Lee,Soul Men 
873,6.5,Jon Turteltaub,Instinct 
1301,6.5,Ken Kwapis,Big Miracle 
3127,6.5,Harry Elfont,Can't Hardly Wait 
1715,6.5,Niels Arden Oplev,Dead Man Down 
3410,6.5,David Jacobson,Down in the Valley 
659,6.5,Nora Ephron,You've Got Mail 
4084,6.5,Don Coscarelli,Phantasm II 
2228,6.5,Michael Spierig,Daybreakers 
4295,6.5,Luc Besson,Subway 
3144,6.5,Spike Lee,Mo' Better Blues 
2949,6.5,Chris Rock,Top Five 
4457,6.5,Leslie H. Martinson,Batman: The Movie 
549,6.5,James L. Brooks,Spanglish 
4290,6.5,Kelly Reichardt,Meek's Cutoff 
4008,6.5,Robert Cary,Ira & Abby 
3123,6.5,Rowdy Herrington,Road House 
3233,6.5,Michael Radford,Elsa & Fred 
3122,6.5,Joe Dante,Twilight Zone: The Movie 
1639,6.5,Gary Winick,Letters to Juliet 
1344,6.5,Kar-Wai Wong,The Grandmaster 
1340,6.5,Robert Luketic,The Ugly Truth 
3081,6.5,Jon Kasdan,In the Land of Women 
3432,6.5,David Webb Peoples,The Blood of Heroes 
599,6.5,Antoine Fuqua,Olympus Has Fallen 
4027,6.5,Clark Gregg,Choke 
579,6.5,M. Night Shyamalan,The Village 
1591,6.5,Tom Vaughan,Extraordinary Measures 
4419,6.5,Roger Avary,Killing Zoe 
3109,6.5,Chuck Sheetz,Recess: School's Out 
4423,6.5,Brad Anderson,Session 9 
649,6.5,Scott Waugh,Need for Speed 
4428,6.5,Pete Jones,Stolen Summer 
1363,6.5,Gil Kenan,City of Ember 
4464,6.5,Rich Cowan,The Basket 
1734,6.5,Elizabeth Banks,Pitch Perfect 2 
542,6.5,Bill Condon,Dreamgirls 
14,6.5,Gore Verbinski,The Lone Ranger 
1529,6.5,Scott Speer,Step Up Revolution 
691,6.5,Frank Miller,Sin City: A Dame to Kill For 
3198,6.5,Spike Lee,Bamboozled 
3530,6.5,Peter Sollett,Freeheld 
921,6.5,Pierre Morel,From Paris with Love 
2862,6.5,John Stockwell,Crazy/Beautiful 
923,6.5,Bobby Farrelly,"Me, Myself & Irene "
3211,6.5,Derrick Borte,The Joneses 
33,6.5,Tim Burton,Alice in Wonderland 
1270,6.5,Roger Michell,Morning Glory 
3551,6.5,Gabriele Muccino,"Remember Me, My Love "
3950,6.5,Jim Mickle,Stake Land 
1836,6.5,Scott Frank,A Walk Among the Tombstones 
1257,6.5,Joel Schumacher,8MM 
3366,6.5,Rick Famuyiwa,Brown Sugar 
2887,6.5,Michael Winterbottom,The Claim 
4497,6.5,Walter Lang,The Blue Bird 
1532,6.5,Jonathan Hensleigh,The Punisher 
1761,6.5,Shinji Aramaki,Harlock: Space Pirate 
2928,6.5,Anne Fletcher,Step Up 
2927,6.5,Mike McCoy,Act of Valor 
3162,6.5,Michael Patrick Jann,Drop Dead Gorgeous 
3390,6.5,Matty Rich,The Inkwell 
4283,6.5,John Cameron Mitchell,Shortbus 
3508,6.5,Mitch Davis,The Other Side of Heaven 
3384,6.5,Miguel Arteta,The Good Girl 
511,6.5,Cody Cameron,Cloudy with a Chance of Meatballs 2 
523,6.5,Steven Spielberg,The Lost World: Jurassic Park 
809,6.5,Martin Campbell,Beyond Borders 
1534,6.5,Boaz Yakin,Safe 
3188,6.5,Jay Duplass,"Jeff, Who Lives at Home "
3518,6.5,Tim Chambers,The Mighty Macs 
1791,6.5,Robert B. Weide,How to Lose Friends & Alienate People 
2216,6.5,John McNaughton,Wild Things 
1079,6.5,Alan J. Pakula,The Pelican Brief 
4886,6.5,Ward Roberts,Little Big Top 
2128,6.5,Peter Segal,My Fellow Americans 
189,6.5,Steven Spielberg,War of the Worlds 
4737,6.5,Greg Harrison,Groove 
252,6.5,Roger Spottiswoode,Tomorrow Never Dies 
255,6.5,Doug Liman,Mr. & Mrs. Smith 
2532,6.5,Steven Shainberg,Fur: An Imaginary Portrait of Diane Arbus 
2338,6.5,Stephen Chow,CJ7 
977,6.5,Howard Deutch,The Replacements 
1091,6.5,Roger Michell,Changing Lanes 
2377,6.5,Sean Anders,Sex Drive 
4913,6.5,Marianna Palka,Good Dick 
2109,6.5,Gary Fleder,Homefront 
4723,6.5,Alex Kendrick,Fireproof 
2046,6.5,George Tillman Jr.,Faster 
3861,6.5,Barry Skolnick,Mean Machine 
3656,6.5,Charles Matthau,Freaky Deaky 
1161,6.5,Frank Coraci,Here Comes the Boom 
240,6.5,George Lucas,Star Wars: Episode I - The Phantom Menace 
1108,6.5,Oliver Stone,Savages 
1109,6.5,David R. Ellis,Cellular 
2543,6.5,Todd Phillips,Road Trip 
1163,6.5,Barbra Streisand,The Mirror Has Two Faces 
2317,6.5,Paul Gross,Passchendaele 
4741,6.5,Morgan J. Freeman,Hurricane Streets 
2632,6.5,Ric Roman Waugh,Snitch 
180,6.5,David Soren,Turbo 
1131,6.5,Barry Sonnenfeld,Big Trouble 
2095,6.5,Steven Soderbergh,The Informant! 
993,6.5,Sam Raimi,For Love of the Game 
997,6.5,Clint Eastwood,Hereafter 
2025,6.5,Herbert Ross,Footloose 
4898,6.5,Lowell Sherman,She Done Him Wrong 
4923,6.5,Spike Lee,She's Gotta Have It 
1981,6.5,Kimberly Peirce,Stop-Loss 
3717,6.5,Mike Flanagan,Oculus 
4925,6.5,Nicolae Constantin Tanase,The World Is Mine 
2515,6.5,Fede Alvarez,Evil Dead 
1164,6.5,Mark Pellington,The Mothman Prophecies 
1005,6.5,Tom Tykwer,The International 
2372,6.5,Breck Eisner,The Crazies 
4698,6.5,Christopher Scott Cherot,Hav Plenty 
2437,6.5,Miguel Arteta,Youth in Revolt 
1104,6.5,Frank Coraci,Blended 
4901,6.5,Ava DuVernay,Middle of Nowhere 
4709,6.5,John Landis,The Kentucky Fried Movie 
2596,6.5,William Bindley,Madison 
3883,6.5,Timur Bekmambetov,Night Watch 
3858,6.5,Todd Solondz,Life During Wartime 
4697,6.5,Jennifer Wynne Farmer,Naturally Native 
2599,6.5,James Gunn,Slither 
198,6.5,Eric Leighton,Dinosaur 
282,6.5,Dominic Sena,Gone in Sixty Seconds 
3822,6.5,Nick Murphy,The Awakening 
2014,6.5,Teddy Chan,Kung Fu Killer 
1152,6.5,Burr Steers,Charlie St. Cloud 
4757,6.5,Sol Tryon,The Living Wake 
987,6.5,Carl Franklin,Out of Time 
68,6.5,Rob Letterman,Monsters vs. Aliens 
2489,6.5,Luke Greenfield,Let's Be Cops 
4856,6.5,Maria Maggenti,The Incredibly True Adventure of Two Girls in Love 
2000,6.5,Atom Egoyan,Where the Truth Lies 
2479,6.5,Cory Edwards,Hoodwinked! 
1003,6.5,John McTiernan,Basic 
88,6.5,Brad Bird,Tomorrowland 
3552,6.4,Ian Fitzgibbon,Perrier's Bounty 
1132,6.4,Mike Newell,Love in the Time of Cholera 
829,6.4,Rob Cohen,DragonHeart 
2098,6.4,Ken Scott,Delivery Man 
815,6.4,Rob Letterman,Goosebumps 
3515,6.4,George Hickenlooper,Factory Girl 
4319,6.4,John Simpson,Freeze Frame 
992,6.4,James McTeigue,Ninja Assassin 
1554,6.4,Joel Schumacher,The Number 23 
2457,6.4,Woody Allen,Anything Else 
2899,6.4,Benedek Fliegauf,Womb 
3726,6.4,Jesse Peretz,Our Idiot Brother 
3548,6.4,Damian Nieman,Shade 
1560,6.4,Sam Raimi,The Quick and the Dead 
3411,6.4,Michael Corrente,Brooklyn Rules 
664,6.4,Clint Eastwood,Space Cowboys 
1385,6.4,Steve Pink,Hot Tub Time Machine 
918,6.4,David Dobkin,The Change-Up 
1105,6.4,Wayne Wang,Last Holiday 
170,6.4,Hironobu Sakaguchi,Final Fantasy: The Spirits Within 
2867,6.4,Bob Saget,Dirty Work 
4293,6.4,Jill Sprecher,Clockwatchers 
1141,6.4,George P. Cosmatos,Rambo: First Blood Part II 
1046,6.4,Daniel Espinosa,Child 44 
1586,6.4,Dennis Dugan,Big Daddy 
1004,6.4,Clint Eastwood,Blood Work 
2100,6.4,Susanna White,Our Kind of Traitor 
172,6.4,Michael Apted,The World Is Not Enough 
650,6.4,Nancy Meyers,What Women Want 
2107,6.4,Ethan Coen,"Hail, Caesar! "
1283,6.4,Olivier Megaton,Colombiana 
2102,6.4,David Bowers,Diary of a Wimpy Kid: Dog Days 
254,6.4,Steven Soderbergh,Ocean's Twelve 
4778,6.4,Sam Raimi,Oz the Great and Powerful 
250,6.4,Shawn Levy,Night at the Museum 
665,6.4,Renny Harlin,Cliffhanger 
1753,6.4,Robert Rodriguez,Once Upon a Time in Mexico 
2554,6.4,John Singleton,Baby Boy 
2910,6.4,Brian Koppelman,Solitary Man 
1121,6.4,Susan Stroman,The Producers 
563,6.4,Kyle Balda,Minions 
3777,6.4,Dan Rush,Everything Must Go 
3860,6.4,René Féret,Mozart's Sister 
1703,6.4,Jee-woon Kim,The Last Stand 
3441,6.4,Anand Tucker,Shopgirl 
2976,6.4,Dean Israelite,Project Almanac 
1633,6.4,Peter Segal,Naked Gun 33 1/3: The Final Insult 
4010,6.4,Adam Rapp,Winter Passing 
209,6.4,Carlos Saldanha,Rio 2 
3045,6.4,Norman Jewison,F.I.S.T. 
4038,6.4,Eric Styles,Dreaming of Joseph Lees 
2229,6.4,Jim Field Smith,She's Out of My League 
1698,6.4,Craig Gillespie,Fright Night 
616,6.4,Måns Mårlind,Underworld: Awakening 
866,6.4,David Fincher,Alien 3 
569,6.4,Judd Apatow,Funny People 
4861,6.4,Emma-Kate Croghan,Love and Other Catastrophes 
2502,6.4,Alexandre Aja,The Hills Have Eyes 
3000,6.4,Anthony Russo,Welcome to Collinwood 
2331,6.4,James Gray,The Yards 
3002,6.4,Vadim Perelman,The Life Before Her Eyes 
4850,6.4,Jack Perez,Some Guy Who Kills People 
4851,6.4,Craig Zobel,Compliance 
856,6.4,Frank Oz,Bowfinger 
206,6.4,Matt Birch,Harry Potter and the Deathly Hallows: Part I 
862,6.4,Stuart Baird,Executive Decision 
1337,6.4,Peter Segal,Grudge Match 
600,6.4,Jonathan Frakes,Star Trek: Insurrection 
219,6.4,Roland Emmerich,The Day After Tomorrow 
4351,6.4,Remo,ABCD (Any Body Can Dance) 
1347,6.4,Yuefeng Song,Dragon Nest: Warriors' Dawn 
1737,6.4,Edward Norton,Keeping the Faith 
896,6.4,Cameron Crowe,Elizabethtown 
1361,6.4,Jeb Stuart,Switchback 
1587,6.4,J.B. Rogers,American Pie 2 
5032,6.4,Ash Baron-Cohen,Bang 
1360,6.4,David Twohy,Riddick 
3420,6.4,Robert Moresco,10th & Wolf 
2284,6.4,Michel Gondry,Be Kind Rewind 
3102,6.4,Stephen Herek,The Mighty Ducks 
1049,6.4,James Mangold,Kate & Leopold 
2544,6.4,Brian Robbins,Varsity Blues 
888,6.4,Steve Antin,Burlesque 
1047,6.4,Jerry Zucker,Rat Race 
1290,6.4,Sofia Coppola,Marie Antoinette 
3502,6.4,Michael Corrente,Outside Providence 
221,6.4,Wolfgang Petersen,The Perfect Storm 
4986,6.4,Bruno Barreto,Gabriela 
3083,6.4,Floyd Mutrux,There Goes My Baby 
2083,6.4,John Pasquin,The Santa Clause 
886,6.4,James Bobin,Muppets Most Wanted 
192,6.4,Phillip Noyce,Salt 
635,6.4,Seth MacFarlane,Ted 2 
4045,6.4,John Gulager,Feast 
3074,6.4,Ray Lawrence,Jindabyne 
3767,6.4,Jon Favreau,Made 
4344,6.4,Michael Polish,Northfork 
630,6.4,Phil Alden Robinson,The Sum of All Fears 
2957,6.4,Jake Schreier,Paper Towns 
2524,6.4,Noel Marshall,Roar 
1386,6.4,Charles Martin Smith,Dolphin Tale 2 
860,6.4,Robert Zemeckis,Death Becomes Her 
2381,6.4,Daniel Barnz,Won't Back Down 
4569,6.4,Rob Letterman,Goosebumps 
2235,6.4,Jessica Bendinger,Stick It 
5010,6.4,Andrew Bujalski,Funny Ha Ha 
4722,6.4,Blaz Zavrsnik,Julija in alfa Romeo 
1028,6.4,Danny DeVito,Death to Smoochy 
444,6.4,Gary Winick,Charlotte's Web 
2781,6.4,Phyllida Lloyd,The Iron Lady 
1187,6.4,Bruce Beresford,Double Jeopardy 
1238,6.4,Nimród Antal,Predators 
2378,6.4,Anand Tucker,Leap Year 
38,6.4,Sam Raimi,Oz the Great and Powerful 
447,6.4,Peter Segal,The Longest Yard 
1926,6.4,Andy Fickman,She's the Man 
4734,6.4,Kurt Hale,The Singles Ward 
778,6.4,Stuart Baird,Star Trek: Nemesis 
377,6.4,Sydney Pollack,The Interpreter 
1870,6.4,Oliver Stone,W. 
1983,6.4,Jonathan Kaplan,Brokedown Palace 
106,6.4,James Bobin,Alice Through the Looking Glass 
4671,6.4,Tommy Wirkola,Dead Snow 
1189,6.4,Luc Besson,Lucy 
2626,6.4,James Watkins,The Woman in Black 
3735,6.4,Bruce Malmuth,Nighthawks 
1409,6.4,Robert Wise,Star Trek: The Motion Picture 
2254,6.4,Frank Nissen,Pooh's Heffalump Movie 
1949,6.4,Sylvain White,The Losers 
2391,6.4,Nicholas Stoller,Neighbors 
4646,6.4,Ramaa Mosley,The Brass Teapot 
2634,6.4,Robert Rodriguez,The Faculty 
1221,6.4,Burr Steers,17 Again 
2658,6.4,Wayne Wang,Because of Winn-Dixie 
3594,6.4,Walt Becker,Van Wilder: Party Liaison 
730,6.4,Wes Ball,The Scorch Trials 
1226,6.4,Nicholas Stoller,Get Him to the Greek 
4707,6.4,Daniel Myrick,The Blair Witch Project 
1502,6.4,Bille August,Smilla's Sense of Snow 
399,6.4,Wolfgang Petersen,Air Force One 
1225,6.4,John Moore,Behind Enemy Lines 
116,6.4,Peter Berg,Hancock 
1422,6.4,Randall Wallace,The Man in the Iron Mask 
4594,6.4,Ti West,The House of the Devil 
429,6.4,Frank Coraci,Click 
2390,6.4,Ricky Gervais,The Invention of Lying 
4643,6.4,Jamie Babbit,The Quiet 
3377,6.4,Wes Craven,New Nightmare 
938,6.4,Donald Petrie,How to Lose a Guy in 10 Days 
676,6.4,John Milius,Red Dawn 
3660,6.4,Gary Sinyor,Stiff Upper Lips 
4755,6.4,Gareth Edwards,Monsters 
2156,6.4,Tony Scott,Beverly Hills Cop II 
1541,6.4,Jon Turteltaub,Phenomenon 
87,6.4,Mike Mitchell,Shrek Forever After 
4762,6.4,Andrew Niccol,Good Kill 
2353,6.4,Scott Walker,The Frozen Ground 
3629,6.4,Patrick Stettner,The Business of Strangers 
670,6.4,Larry Charles,The Dictator 
3387,6.4,James Ivory,The City of Your Final Destination 
1198,6.4,Ken Kwapis,He's Just Not That Into You 
489,6.4,Lucile Hadzihalilovic,Evolution 
4900,6.4,David G. Evans,The Grace Card 
669,6.4,Mike Newell,Mona Lisa Smile 
1828,6.4,Renny Harlin,Mindhunters 
1827,6.4,Joel Schumacher,Flawless 
2741,6.4,Neil Marshall,Centurion 
2117,6.4,Laurence Dunmore,The Libertine 
1059,6.4,Penny Marshall,Riding in Cars with Boys 
2337,6.4,Kevin Reynolds,Rapa Nui 
458,6.4,Dennis Dugan,Just Go with It 
2695,6.4,Woody Allen,New York Stories 
1459,6.4,Mike Hodges,Flash Gordon 
2314,6.4,Todd Graff,Bandslam 
4149,6.4,Heidi Ewing,Freakonomics 
3307,6.4,Andrew Fleming,Hamlet 2 
94,6.4,Jonathan Mostow,Terminator 3: Rise of the Machines 
5037,6.4,Edward Burns,Newlyweds 
142,6.4,Roland Emmerich,White House Down 
2737,6.4,Hsiao-Hsien Hou,The Assassin 
292,6.4,Tony Scott,The Taking of Pelham 1 2 3 
1856,6.4,James McTeigue,The Raven 
2674,6.4,Peter Atencio,Keanu 
1016,6.4,Luc Besson,The Messenger: The Story of Joan of Arc 
679,6.4,Paul W.S. Anderson,Death Race 
3067,6.3,John Turturro,Romance & Cigarettes 
763,6.3,Jean-Pierre Jeunet,Alien: Resurrection 
2380,6.3,Michael Dowse,Take Me Home Tonight 
846,6.3,Shawn Levy,Date Night 
4354,6.3,John Laing,Abandoned 
4185,6.3,Don Taylor,Escape from the Planet of the Apes 
3747,6.3,Steve Carver,Lone Wolf McQuade 
1479,6.3,Richard Loncraine,Wimbledon 
1064,6.3,P.J. Hogan,My Best Friend's Wedding 
153,6.3,Robert Zemeckis,Beowulf 
1634,6.3,John Glen,A View to a Kill 
779,6.3,Joel Coen,Intolerable Cruelty 
859,6.3,Andrey Konchalovskiy,Tango & Cash 
85,6.3,Carl Rinsch,47 Ronin 
607,6.3,Oliver Stone,Wall Street: Money Never Sleeps 
2244,6.3,Shana Feste,Endless Love 
608,6.3,Gary Shore,Dracula Untold 
609,6.3,Edward Zwick,The Siege 
4383,6.3,Mark Illsley,"Happy, Texas "
4382,6.3,Steven R. Monroe,I Spit on Your Grave 
2073,6.3,Jon Cassar,Forsaken 
4364,6.3,Vera Farmiga,Higher Ground 
4378,6.3,David Hunt,Living Dark: The Story of Ted the Caver 
2481,6.3,Xavier Gens,Hitman 
4982,6.3,Daniel Schechter,Supporting Characters 
110,6.3,Michael Apted,The Chronicles of Narnia: The Voyage of the Dawn Treader 
1467,6.3,Tommy O'Haver,Ella Enchanted 
618,6.3,Gregory Hoblit,Hart's War 
5041,6.3,Daniel Hsia,Shanghai Calling 
3049,6.3,Brendan Malloy,Out Cold 
3450,6.3,Michael Winterbottom,Code 46 
3762,6.3,Guy Hamilton,Force 10 from Navarone 
3783,6.3,Fenton Bailey,Party Monster 
1572,6.3,Nanette Burstein,Going the Distance 
2136,6.3,Brian Robbins,Hardball 
3208,6.3,Rakesh Roshan,Krrish 
1580,6.3,Frank Marshall,Arachnophobia 
2413,6.3,Francis Ford Coppola,Peggy Sue Got Married 
710,6.3,Jay Roach,Meet the Fockers 
707,6.3,Josh Gordon,Blades of Glory 
1106,6.3,Curtis Hanson,The River Wild 
1098,6.3,Ron Shelton,Tin Cup 
1527,6.3,Jeremy Degruson,Thunder and the House of Magic 
1577,6.3,Lewis Gilbert,Moonraker 
1574,6.3,Ariel Vromen,Criminal 
3201,6.3,Noah Baumbach,While We're Young 
2131,6.3,Woody Allen,To Rome with Love 
718,6.3,Simon West,The General's Daughter 
696,6.3,David Bowers,Astro Boy 
823,6.3,Shawn Levy,The Internship 
1380,6.3,Les Mayfield,Blue Streak 
2122,6.3,Rowan Joffe,Before I Go to Sleep 
2336,6.3,Andrew Jarecki,All Good Things 
1563,6.3,Miguel Sapochnik,Repo Men 
3386,6.3,Troy Duffy,The Boondock Saints II: All Saints Day 
674,6.3,McG,This Means War 
1103,6.3,Russell Mulcahy,Resident Evil: Extinction 
3173,6.3,Miguel Arteta,Cedar Rapids 
5034,6.3,Neill Dela Llana,Cavite 
1559,6.3,Louis Leterrier,Transporter 2 
4243,6.3,Patricia Cardoso,Lies in Plain Sight 
3414,6.3,David Leland,The Land Girls 
2383,6.3,Robert Altman,Kansas City 
1418,6.3,Frank Oz,In & Out 
844,6.3,Jesse Dylan,American Wedding 
4930,6.3,Gary Winick,Tadpole 
5040,6.3,Benjamin Roberds,A Plague So Pleasant 
754,6.3,John Woo,Paycheck 
753,6.3,Michael Caton-Jones,The Jackal 
2472,6.3,Jon Cassar,Forsaken 
1618,6.3,David Frankel,Hope Springs 
1424,6.3,Kevin Munroe,TMNT 
3082,6.3,Léa Pool,The Blue Butterfly 
